neighbourhood,province,room_type,minimum_nights,accommodates,bedrooms,price
Dunbar Southlands,British Columbia,Private room,1,2,1,105.0
Oakridge,British Columbia,Entire home/apt,2,2,1,90.0
Downtown,British Columbia,Entire home/apt,2,6,1,199.0
West End,British Columbia,Entire home/apt,5,5,2,722.0
Marpole,British Columbia,Private room,1,2,1,79.0
Hastings-Sunrise,British Columbia,Entire home/apt,3,8,4,75.0
Oakridge,British Columbia,Private room,1,2,1,85.0
Grandview-Woodland,British Columbia,Entire home/apt,3,5,3,250.0
Downtown,British Columbia,Entire home/apt,3,6,3,660.0
Dunbar Southlands,British Columbia,Private room,1,2,1,159.0
Sunset,British Columbia,Entire home/apt,2,8,4,301.0
Downtown,British Columbia,Private room,1,2,1,74.0
Downtown Eastside,British Columbia,Entire home/apt,1,6,3,600.0
Kitsilano,British Columbia,Entire home/apt,31,6,3,301.0
Grandview-Woodland,British Columbia,Entire home/apt,1,5,2,175.0
Kerrisdale,British Columbia,Private room,1,2,1,79.0
Marpole,British Columbia,Entire home/apt,3,8,4,220.0
Downtown Eastside,British Columbia,Entire home/apt,4,3,1,102.0
Kitsilano,British Columbia,Entire home/apt,1,3,1,123.0
Hastings-Sunrise,British Columbia,Entire home/apt,3,2,1,75.0
Dunbar Southlands,British Columbia,Entire home/apt,3,4,2,200.0
Riley Park,British Columbia,Entire home/apt,3,5,2,183.0
Marpole,British Columbia,Private room,30,2,1,38.0
Dunbar Southlands,British Columbia,Private room,1,2,1,131.0
Dunbar Southlands,British Columbia,Private room,1,2,1,115.0
Dunbar Southlands,British Columbia,Private room,1,4,2,128.0
Marpole,British Columbia,Entire home/apt,2,4,2,177.0
Downtown,British Columbia,Entire home/apt,2,3,1,220.0
Marpole,British Columbia,Entire home/apt,2,4,2,177.0
South Cambie,British Columbia,Entire home/apt,2,4,2,248.0
Kitsilano,British Columbia,Entire home/apt,1,6,2,203.0
West End,British Columbia,Private room,31,1,1,99.0
Renfrew-Collingwood,British Columbia,Entire home/apt,3,6,3,200.0
Downtown Eastside,British Columbia,Entire home/apt,2,3,1,90.0
Downtown,British Columbia,Entire home/apt,1,5,3,301.0
Marpole,British Columbia,Entire home/apt,2,3,1,170.0
Downtown,British Columbia,Entire home/apt,1,5,2,499.0
Marpole,British Columbia,Entire home/apt,2,6,3,400.0
Mount Pleasant,British Columbia,Entire home/apt,2,4,1,180.0
Marpole,British Columbia,Entire home/apt,2,4,2,250.0
Downtown,British Columbia,Hotel room,1,5,2,396.0
Marpole,British Columbia,Entire home/apt,2,4,2,250.0
Arbutus Ridge,British Columbia,Private room,30,2,1,42.0
Arbutus Ridge,British Columbia,Private room,3,3,1,66.0
Dunbar Southlands,British Columbia,Private room,1,2,1,115.0
Kensington-Cedar Cottage,British Columbia,Entire home/apt,1,6,2,166.0
Downtown Eastside,British Columbia,Private room,1,2,1,172.0
West End,British Columbia,Entire home/apt,1,5,3,499.0
Downtown,British Columbia,Entire home/apt,1,4,1,189.0
Kensington-Cedar Cottage,British Columbia,Entire home/apt,3,7,3,399.0
Mount Pleasant,British Columbia,Entire home/apt,2,4,1,196.0
Victoria-Fraserview,British Columbia,Entire home/apt,1,4,1,73.0
West Point Grey,British Columbia,Entire home/apt,1,4,2,228.0
Kensington-Cedar Cottage,British Columbia,Entire home/apt,30,7,3,144.0
West Point Grey,British Columbia,Entire home/apt,2,2,1,140.0
Riley Park,British Columbia,Private room,3,1,1,68.0
Grandview-Woodland,British Columbia,Entire home/apt,3,3,1,90.0
Sunset,British Columbia,Entire home/apt,2,4,1,150.0
Downtown,British Columbia,Private room,2,2,1,501.0
Dunbar Southlands,British Columbia,Entire home/apt,3,2,1,136.0
Killarney,British Columbia,Private room,2,1,1,50.0
Grandview-Woodland,British Columbia,Entire home/apt,2,2,1,115.0
Kensington-Cedar Cottage,British Columbia,Entire home/apt,1,6,3,150.0
Riley Park,British Columbia,Entire home/apt,2,5,2,124.0
Downtown,British Columbia,Entire home/apt,3,5,3,400.0
Downtown,British Columbia,Entire home/apt,2,6,2,299.0
Kensington-Cedar Cottage,British Columbia,Private room,30,1,1,28.0
Sunset,British Columbia,Private room,2,2,1,110.0
Fairview,British Columbia,Entire home/apt,30,6,3,250.0
Sunset,British Columbia,Private room,2,2,1,110.0
Sunset,British Columbia,Private room,2,2,1,110.0
Renfrew-Collingwood,British Columbia,Entire home/apt,2,6,3,225.0
Dunbar Southlands,British Columbia,Entire home/apt,1,2,1,95.0
Renfrew-Collingwood,British Columbia,Entire home/apt,3,6,3,225.0
Kitsilano,British Columbia,Entire home/apt,30,4,1,117.0
Downtown,British Columbia,Entire home/apt,1,6,1,249.0
Sunset,British Columbia,Entire home/apt,1,2,1,79.0
Kensington-Cedar Cottage,British Columbia,Entire home/apt,2,4,1,130.0
Riley Park,British Columbia,Entire home/apt,2,4,2,220.0
Kitsilano,British Columbia,Private room,2,2,1,150.0
Downtown Eastside,British Columbia,Entire home/apt,3,4,1,181.0
Downtown,British Columbia,Entire home/apt,2,4,1,299.0
West End,British Columbia,Entire home/apt,30,4,2,340.0
Downtown,British Columbia,Entire home/apt,30,5,2,180.0
West End,British Columbia,Private room,30,2,1,85.0
West End,British Columbia,Entire home/apt,30,5,2,250.0
Dunbar Southlands,British Columbia,Private room,1,5,2,219.0
Grandview-Woodland,British Columbia,Entire home/apt,2,4,1,90.0
Renfrew-Collingwood,British Columbia,Entire home/apt,1,4,2,150.0
Kensington-Cedar Cottage,British Columbia,Entire home/apt,1,2,1,128.0
Grandview-Woodland,British Columbia,Entire home/apt,6,4,1,101.0
Downtown,British Columbia,Entire home/apt,1,4,1,180.0
Victoria-Fraserview,British Columbia,Entire home/apt,2,6,2,114.0
West End,British Columbia,Private room,30,1,1,79.0
Renfrew-Collingwood,British Columbia,Entire home/apt,1,4,2,70.0
Renfrew-Collingwood,British Columbia,Private room,1,2,1,45.0
Downtown Eastside,British Columbia,Entire home/apt,1,5,1,203.0
Renfrew-Collingwood,British Columbia,Entire home/apt,1,5,3,124.0
Dunbar Southlands,British Columbia,Private room,1,1,1,57.0
Dunbar Southlands,British Columbia,Private room,1,2,1,57.0
Dunbar Southlands,British Columbia,Private room,1,4,2,70.0
Dunbar Southlands,British Columbia,Private room,1,2,1,57.0
Dunbar Southlands,British Columbia,Private room,1,2,1,57.0
Kitsilano,British Columbia,Entire home/apt,5,2,2,60.0
West End,British Columbia,Private room,1,3,1,85.0
Marpole,British Columbia,Entire home/apt,30,4,2,150.0
Sunset,British Columbia,Private room,1,2,1,95.0
Riley Park,British Columbia,Entire home/apt,2,2,1,123.0
Killarney,British Columbia,Entire home/apt,5,2,1,180.0
Marpole,British Columbia,Private room,2,2,1,69.0
Downtown,British Columbia,Private room,1,2,1,750.0
Downtown Eastside,British Columbia,Entire home/apt,1,2,1,501.0
Kensington-Cedar Cottage,British Columbia,Entire home/apt,3,4,2,117.0
West End,British Columbia,Private room,1,2,1,75.0
Downtown,British Columbia,Private room,2,4,1,168.0
Riley Park,British Columbia,Entire home/apt,1,5,2,89.0
Sunset,British Columbia,Private room,1,2,1,50.0
Oakridge,British Columbia,Private room,1,2,1,75.0
Kensington-Cedar Cottage,British Columbia,Entire home/apt,5,5,3,130.0
Oakridge,British Columbia,Entire home/apt,2,7,3,399.0
Renfrew-Collingwood,British Columbia,Entire home/apt,1,6,3,200.0
West End,British Columbia,Entire home/apt,30,3,1,128.0
Sunset,British Columbia,Private room,1,2,1,79.0
Downtown Eastside,British Columbia,Entire home/apt,3,5,2,328.0
Downtown,British Columbia,Private room,2,2,1,180.0
Downtown,British Columbia,Entire home/apt,30,2,1,501.0
Marpole,British Columbia,Private room,1,2,1,79.0
Grandview-Woodland,British Columbia,Entire home/apt,3,2,1,105.0
Arbutus Ridge,British Columbia,Entire home/apt,2,4,2,148.0
Downtown,British Columbia,Entire home/apt,30,2,2,249.0
Renfrew-Collingwood,British Columbia,Entire home/apt,3,3,1,95.0
Kitsilano,British Columbia,Entire home/apt,1,5,2,295.0
Hastings-Sunrise,British Columbia,Entire home/apt,1,4,1,57.0
Hastings-Sunrise,British Columbia,Private room,1,1,1,45.0
Grandview-Woodland,British Columbia,Private room,1,1,1,50.0
Mount Pleasant,British Columbia,Entire home/apt,2,2,1,188.0
Grandview-Woodland,British Columbia,Entire home/apt,1,3,3,150.0
Kerrisdale,British Columbia,Entire home/apt,1,4,2,160.0
Kitsilano,British Columbia,Private room,1,2,1,90.0
West End,British Columbia,Private room,2,2,1,119.0
West End,British Columbia,Entire home/apt,3,3,1,150.0
Downtown,British Columbia,Entire home/apt,2,4,2,250.0
Kensington-Cedar Cottage,British Columbia,Entire home/apt,2,6,3,189.0
Downtown,British Columbia,Entire home/apt,2,5,2,299.0
Renfrew-Collingwood,British Columbia,Entire home/apt,1,2,2,79.0
Sunset,British Columbia,Private room,1,2,1,65.0
Sunset,British Columbia,Private room,1,2,1,65.0
Marpole,British Columbia,Entire home/apt,1,8,3,177.0
Killarney,British Columbia,Entire home/apt,1,2,1,195.0
Downtown,British Columbia,Entire home/apt,30,2,1,95.0
Downtown,British Columbia,Private room,1,2,1,90.0
Downtown Eastside,British Columbia,Entire home/apt,2,2,1,166.0
Oakridge,British Columbia,Private room,1,2,1,60.0
West End,British Columbia,Entire home/apt,4,2,1,101.0
Arbutus Ridge,British Columbia,Entire home/apt,2,4,2,147.0
Dunbar Southlands,British Columbia,Private room,3,2,1,118.0
Marpole,British Columbia,Entire home/apt,1,4,1,99.0
Marpole,British Columbia,Entire home/apt,30,4,2,155.0
Downtown,British Columbia,Entire home/apt,2,4,1,150.0
Downtown,British Columbia,Entire home/apt,3,2,1,160.0
West Point Grey,British Columbia,Entire home/apt,2,6,3,501.0
West End,British Columbia,Entire home/apt,5,4,2,450.0
Dunbar Southlands,British Columbia,Entire home/apt,1,6,2,130.0
Sunset,British Columbia,Entire home/apt,30,4,2,89.0
Downtown,British Columbia,Entire home/apt,3,3,1,225.0
Mount Pleasant,British Columbia,Entire home/apt,3,2,1,173.0
Victoria-Fraserview,British Columbia,Entire home/apt,1,5,2,128.0
Marpole,British Columbia,Private room,3,2,1,58.0
Marpole,British Columbia,Private room,1,2,1,130.0
Dunbar Southlands,British Columbia,Private room,3,4,2,299.0
Downtown,British Columbia,Entire home/apt,1,6,2,350.0
Hastings-Sunrise,British Columbia,Entire home/apt,2,4,2,150.0
Downtown Eastside,British Columbia,Entire home/apt,2,6,2,450.0
Downtown,British Columbia,Entire home/apt,1,4,2,350.0
Kensington-Cedar Cottage,British Columbia,Entire home/apt,1,3,1,90.0
Downtown,British Columbia,Entire home/apt,2,2,1,121.0
West End,British Columbia,Shared room,30,1,1,45.0
Kensington-Cedar Cottage,British Columbia,Entire home/apt,4,7,3,290.0
Downtown,British Columbia,Entire home/apt,3,4,2,285.0
Downtown Eastside,British Columbia,Entire home/apt,2,4,1,138.0
Downtown,British Columbia,Entire home/apt,1,4,2,399.0
Arbutus Ridge,British Columbia,Entire home/apt,30,6,4,400.0
Mount Pleasant,British Columbia,Entire home/apt,2,4,2,301.0
Renfrew-Collingwood,British Columbia,Private room,1,2,1,40.0
Victoria-Fraserview,British Columbia,Private room,1,1,1,38.0
Mount Pleasant,British Columbia,Entire home/apt,4,4,2,245.0
Dunbar Southlands,British Columbia,Entire home/apt,2,2,1,140.0
Dunbar Southlands,British Columbia,Entire home/apt,1,5,3,184.0
Dunbar Southlands,British Columbia,Private room,1,3,2,150.0
Kensington-Cedar Cottage,British Columbia,Entire home/apt,2,7,3,250.0
South Cambie,British Columbia,Private room,30,1,1,121.0
Dunbar Southlands,British Columbia,Entire home/apt,2,4,2,258.0
Marpole,British Columbia,Entire home/apt,3,6,3,301.0
Marpole,British Columbia,Entire home/apt,30,4,2,140.0
Fairview,British Columbia,Entire home/apt,3,5,2,136.0
Dunbar Southlands,British Columbia,Entire home/apt,2,3,1,144.0
Downtown,British Columbia,Private room,3,1,1,101.0
Downtown,British Columbia,Entire home/apt,2,3,1,250.0
Kensington-Cedar Cottage,British Columbia,Private room,1,2,1,150.0
Kensington-Cedar Cottage,British Columbia,Entire home/apt,7,8,4,250.0
Sunset,British Columbia,Private room,1,4,2,101.0
Downtown,British Columbia,Entire home/apt,1,6,1,180.0
Downtown,British Columbia,Entire home/apt,1,2,1,200.0
Downtown,British Columbia,Entire home/apt,1,4,1,260.0
Fairview,British Columbia,Entire home/apt,1,2,1,101.0
Hastings-Sunrise,British Columbia,Entire home/apt,30,2,1,78.0
South Cambie,British Columbia,Entire home/apt,7,6,2,150.0
Killarney,British Columbia,Entire home/apt,1,5,2,130.0
Hastings-Sunrise,British Columbia,Entire home/apt,1,6,2,106.0
West End,British Columbia,Entire home/apt,3,3,1,495.0
Sunset,British Columbia,Entire home/apt,3,3,1,135.0
Downtown,British Columbia,Entire home/apt,3,2,1,150.0
Dunbar Southlands,British Columbia,Private room,1,2,1,159.0
Downtown,British Columbia,Entire home/apt,2,4,2,150.0
West End,British Columbia,Entire home/apt,30,2,1,95.0
Kitsilano,British Columbia,Entire home/apt,1,6,2,124.0
West Point Grey,British Columbia,Entire home/apt,2,5,2,301.0
Marpole,British Columbia,Entire home/apt,30,3,1,124.0
Marpole,British Columbia,Entire home/apt,2,6,2,299.0
Downtown,British Columbia,Entire home/apt,6,3,1,200.0
Grandview-Woodland,British Columbia,Private room,3,2,1,49.0
Downtown,British Columbia,Entire home/apt,2,4,1,249.0
Renfrew-Collingwood,British Columbia,Entire home/apt,1,3,1,130.0
West End,British Columbia,Entire home/apt,4,3,1,101.0
Downtown,British Columbia,Entire home/apt,1,6,2,199.0
Kerrisdale,British Columbia,Entire home/apt,1,4,2,256.0
Kitsilano,British Columbia,Entire home/apt,1,6,2,171.0
Hastings-Sunrise,British Columbia,Private room,30,2,1,50.0
Killarney,British Columbia,Private room,1,2,1,50.0
Mount Pleasant,British Columbia,Entire home/apt,30,6,2,250.0
Riley Park,British Columbia,Entire home/apt,1,4,1,260.0
Kerrisdale,British Columbia,Entire home/apt,2,3,2,150.0
Riley Park,British Columbia,Private room,2,2,1,75.0
Kensington-Cedar Cottage,British Columbia,Private room,1,4,1,40.0
Downtown,British Columbia,Entire home/apt,2,6,2,340.0
Kitsilano,British Columbia,Entire home/apt,1,2,1,79.0
Riley Park,British Columbia,Entire home/apt,3,2,1,113.0
Sunset,British Columbia,Entire home/apt,1,2,1,60.0
West End,British Columbia,Entire home/apt,6,6,2,301.0
Renfrew-Collingwood,British Columbia,Entire home/apt,30,6,2,350.0
Downtown,British Columbia,Hotel room,1,5,2,465.0
Oakridge,British Columbia,Private room,1,2,1,61.0
West Point Grey,British Columbia,Entire home/apt,2,2,1,180.0
Marpole,British Columbia,Entire home/apt,2,3,2,69.0
West End,British Columbia,Shared room,30,1,1,34.0
Riley Park,British Columbia,Entire home/apt,2,4,2,220.0
Downtown,British Columbia,Entire home/apt,2,6,2,265.0
Killarney,British Columbia,Entire home/apt,1,8,3,399.0
Shaughnessy,British Columbia,Entire home/apt,2,2,1,200.0
Kitsilano,British Columbia,Entire home/apt,1,2,1,70.0
Marpole,British Columbia,Entire home/apt,1,2,1,140.0
Riley Park,British Columbia,Entire home/apt,2,3,1,121.0
Downtown,British Columbia,Entire home/apt,31,4,2,199.0
Mount Pleasant,British Columbia,Entire home/apt,30,4,1,150.0
West End,British Columbia,Entire home/apt,2,4,2,350.0
Downtown,British Columbia,Entire home/apt,2,8,2,301.0
Riley Park,British Columbia,Entire home/apt,2,3,1,124.0
Downtown,British Columbia,Entire home/apt,30,4,1,142.0
West End,British Columbia,Shared room,30,1,1,34.0
Downtown,British Columbia,Entire home/apt,2,4,2,301.0
Downtown,British Columbia,Entire home/apt,1,6,2,299.0
Kitsilano,British Columbia,Private room,2,2,1,200.0
South Cambie,British Columbia,Entire home/apt,2,2,1,144.0
Riley Park,British Columbia,Entire home/apt,2,4,2,275.0
West End,British Columbia,Private room,2,2,1,101.0
Mount Pleasant,British Columbia,Entire home/apt,30,4,1,109.0
Kensington-Cedar Cottage,British Columbia,Entire home/apt,1,4,1,131.0
Kitsilano,British Columbia,Entire home/apt,1,8,3,462.0
Hastings-Sunrise,British Columbia,Entire home/apt,7,2,1,101.0
Marpole,British Columbia,Entire home/apt,2,4,2,150.0
Downtown,British Columbia,Entire home/apt,2,5,2,399.0
Shaughnessy,British Columbia,Entire home/apt,1,4,1,301.0
Downtown,British Columbia,Entire home/apt,1,5,2,330.0
Grandview-Woodland,British Columbia,Entire home/apt,5,4,1,135.0
Kensington-Cedar Cottage,British Columbia,Entire home/apt,2,4,2,321.0
Riley Park,British Columbia,Entire home/apt,3,4,2,180.0
Hastings-Sunrise,British Columbia,Entire home/apt,2,2,1,99.0
Kensington-Cedar Cottage,British Columbia,Entire home/apt,1,4,2,160.0
Kensington-Cedar Cottage,British Columbia,Entire home/apt,1,2,1,140.0
West End,British Columbia,Private room,3,2,1,124.0
Downtown,British Columbia,Entire home/apt,1,6,2,400.0
Downtown,British Columbia,Entire home/apt,1,6,2,450.0
Downtown,British Columbia,Entire home/apt,30,4,2,501.0
Downtown,British Columbia,Hotel room,1,6,2,265.0
Kensington-Cedar Cottage,British Columbia,Entire home/apt,2,4,1,115.0
West End,British Columbia,Entire home/apt,1,2,1,121.0
Mount Pleasant,British Columbia,Private room,2,2,1,75.0
Oakridge,British Columbia,Private room,1,2,1,144.0
Downtown,British Columbia,Entire home/apt,5,6,3,196.0
Renfrew-Collingwood,British Columbia,Private room,3,1,1,34.0
Mount Pleasant,British Columbia,Entire home/apt,2,3,2,211.0
Dunbar Southlands,British Columbia,Entire home/apt,1,6,3,188.0
Downtown Eastside,British Columbia,Entire home/apt,2,2,1,175.0
South Cambie,British Columbia,Entire home/apt,5,5,2,400.0
Dunbar Southlands,British Columbia,Private room,1,4,2,358.0
Dunbar Southlands,British Columbia,Private room,1,4,2,242.0
South Cambie,British Columbia,Private room,1,4,1,99.0
Mount Pleasant,British Columbia,Entire home/apt,3,6,3,450.0
Arbutus Ridge,British Columbia,Entire home/apt,2,4,2,250.0
South Cambie,British Columbia,Private room,1,2,1,117.0
Kitsilano,British Columbia,Private room,1,2,1,124.0
South Cambie,British Columbia,Private room,1,4,2,99.0
Kensington-Cedar Cottage,British Columbia,Entire home/apt,2,4,2,154.0
Mount Pleasant,British Columbia,Entire home/apt,3,6,2,301.0
Downtown,British Columbia,Entire home/apt,3,4,1,130.0
Downtown Eastside,British Columbia,Private room,1,2,1,95.0
Marpole,British Columbia,Entire home/apt,3,6,3,240.0
Killarney,British Columbia,Private room,2,3,1,65.0
Dunbar Southlands,British Columbia,Entire home/apt,3,4,1,197.0
Downtown,British Columbia,Private room,1,3,1,170.0
Riley Park,British Columbia,Entire home/apt,2,8,3,350.0
Renfrew-Collingwood,British Columbia,Entire home/apt,1,5,2,101.0
Downtown,British Columbia,Entire home/apt,1,7,2,199.0
Kensington-Cedar Cottage,British Columbia,Entire home/apt,1,5,2,89.0
Mount Pleasant,British Columbia,Private room,1,2,1,79.0
Renfrew-Collingwood,British Columbia,Entire home/apt,2,2,1,130.0
Kitsilano,British Columbia,Entire home/apt,30,4,2,220.0
West Point Grey,British Columbia,Entire home/apt,1,6,2,199.0
West End,British Columbia,Shared room,30,1,1,29.0
Downtown Eastside,British Columbia,Entire home/apt,3,6,2,324.0
West End,British Columbia,Entire home/apt,30,4,1,110.0
Riley Park,British Columbia,Entire home/apt,14,2,1,200.0
Downtown,British Columbia,Entire home/apt,2,6,2,389.0
Riley Park,British Columbia,Private room,2,2,1,70.0
Shaughnessy,British Columbia,Entire home/apt,1,4,2,121.0
Mount Pleasant,British Columbia,Entire home/apt,30,5,2,195.0
Dunbar Southlands,British Columbia,Entire home/apt,1,4,2,368.0
Downtown,British Columbia,Private room,3,1,1,85.0
Kensington-Cedar Cottage,British Columbia,Entire home/apt,7,8,3,350.0
